crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Paint2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,CrossLoc,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,AshFreedryWgtPerM,Ash Free %,densityBlades,Carbon (Celignis),Hydrogen (Celignis),Nitrogen (Celignis),Sulphur (Celignis),Oxygen (Celignis),Ash (Celignis),Ash (WHOI),Moisture,HHV,LHV,Total Sugars,Mannuronic,Guluronic,Glucuronic,Mannitol,Fucose,Glucan,Xylan,Mannan,Galactan,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111,C (UCONN),N (UCONN),C:N (UCONN)
SL18-UCONN-S98,97,2019,2019_98,GOM,98,5_30_2019,122,,SL18-NL-6-FG1,NL,SL18-LD-3-MG2,LD,SL18-NL-6-FG1xSL18-LD-3-MG2,NL X LD,3,4,3,27,5,3,4.51,0.88,5.125,7.7,0.35,0.168831058,48.237445,600,NA,NA,NA,NA,NA,51.76,NA,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.3984777,27204.29791,9606.35709,215.125649,4917.025402,11942.81796,135126.0907,11630.73072,428.3732542,12.25856515,0.210587895,0.50057763,1.47481697,42.87635994,37.52314831,0.110592901,27.41034364,732.9172882,0.223695062,1.211799324,22.05,1.69,13.05
SL18-UCONN-S87,86,2019,2019_87,GOM,87,5_31_2019,122,,SL18-NL-3-FG2,NL,SL18-SF-17-MG2,SF,SL18-NL-3-FG2xSL18-SF-17-MG2,NL X SF,2,4,4,48,8,3,6.16,0.87,7.08045977,7.45,0.46,0.211413065,45.959362,480,NA,NA,NA,NA,NA,54.04,NA,7.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.3258038,33566.00576,13112.07767,180.4938854,3989.169194,13431.33876,140960.737,12532.50838,460.4704807,9.977313599,0.160491822,0.780645524,6.413658311,100.7870651,41.01204462,0.057852783,38.88477984,1073.235328,0.279257452,1.658110347,22.64,2.09,10.83
SL18-UCONN-S94,93,2019,2019_94,GOM,94,5_29_2019,122,,SL18-NL-6-FG1,NL,SA18-CB-3-MG3,CB,SL18-NL-6-FG1xSA18-CB-3-MG3,NL X CB,3,4,2,10,2,3,7.62,1.08,7.055555556,6.24,0.48,0.215195078,44.832308,620,22.88,2.7,2.2,0.6,16.46,55.17,NA,6.18,8.31,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.4699922,29285.31589,10945.60841,93.21525768,3776.696817,8411.592872,191020.143,10041.39538,259.1839934,8.253015361,0.10767806,0.763809216,1.689455727,450.3322065,46.29123556,0.080100437,43.47285991,799.8571882,0.28780784,1.335055281,21.29,1.98,10.75
Check,593,2020,Z3-E,GOM,C3-E,6_9_2020,185,,SL18-OI-15-FG,OI,SL18-ME-MG1,ME,SL18-OI-15-FGxSL18-ME-MG1,OI X ME,NA,NA,3,12,2,3,2.25,1.02,2.2,11.39,0.251174836,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.92,1.23,20.26
Check,583,2019,Z2-D,GOM,C2-D,5_30_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-2-MG2,ME,SL18-ME-1-FG1xSL18-ME-2-MG2,ME X ME,1,1,3,28,5,3,2.83,1.05,2.695238095,7.81,0.22,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,570,2019,Z1-A,GOM,C1-A,5_29_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-1-MG1,ME,SL18-ME-1-FG1xSL18-ME-1-MG1,ME X ME,1,1,2,47,8,3,2.71,0.86,3.151162791,10.96,0.3,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,571,2019,Z1-B,GOM,C1-B,5_29_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-1-MG1,ME,SL18-ME-1-FG1xSL18-ME-1-MG1,ME X ME,1,1,2,8,2,3,2.09,0.56,3.732142857,13.88,0.29,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,572,2019,Z1-C,GOM,C1-C,5_29_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-1-MG1,ME,SL18-ME-1-FG1xSL18-ME-1-MG1,ME X ME,1,1,2,22,4,3,3.87,0.9,4.3,8.09,0.31,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,573,2019,Z1-D,GOM,C1-D,5_30_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-1-MG1,ME,SL18-ME-1-FG1xSL18-ME-1-MG1,ME X ME,2,1,1,25,5,3,1.15,0.85,1.352941176,9.1,0.1,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,574,2019,Z1-E,GOM,C1-E,5_30_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-1-MG1,ME,SL18-ME-1-FG1xSL18-ME-1-MG1,ME X ME,1,1,1,45,8,3,2.02,0.94,2.14893617,8.25,0.17,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,575,2019,Z1-F,GOM,C1-F,5_30_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-1-MG1,ME,SL18-ME-1-FG1xSL18-ME-1-MG1,ME X ME,2,1,3,6,1,3,4.41,0.87,5.068965517,9.31,0.41,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1.96,13.27
Check,576,2019,Z1-G,GOM,C1-G,5_31_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-1-MG1,ME,SL18-ME-1-FG1xSL18-ME-1-MG1,ME X ME,2,1,4,32,6,3,2.64,0.8,3.3,7.73,0.2,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,578,2019,Z1-I,GOM,C1-I,5_31_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-1-MG1,ME,SL18-ME-1-FG1xSL18-ME-1-MG1,ME X ME,1,1,4,49,9,3,3.65,0.84,4.345238095,8.6,0.31,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,579,2019,Z1-J,GOM,C1-J,5_31_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-1-MG1,ME,SL18-ME-1-FG1xSL18-ME-1-MG1,ME X ME,1,1,4,15,3,3,2.34,0.71,3.295774648,9.37,0.22,NA,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,580,2019,Z2-A,GOM,C2-A,5_29_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-2-MG2,ME,SL18-ME-1-FG1xSL18-ME-2-MG2,ME X ME,1,1,2,18,3,3,1.75,0.87,2.011494253,9.94,0.17,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,581,2019,Z2-B,GOM,C2-B,5_30_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-2-MG2,ME,SL18-ME-1-FG1xSL18-ME-2-MG2,ME X ME,1,1,1,52,9,3,1.56,0.89,1.752808989,10.44,0.16,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,584,2019,Z2-E,GOM,C2-E,5_31_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-2-MG2,ME,SL18-ME-1-FG1xSL18-ME-2-MG2,ME X ME,1,1,3,40,7,3,2.5,0.87,2.873563218,4.97,0.12,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
SL18-UCONN-S105,104,2019,2019_105,GOM,105,5_30_2019,122,,SL18-NL-6-FG1,NL,SL18-SF-19-MG2,SF,SL18-NL-6-FG1xSL18-SF-19-MG2,NL X SF,3,4,1,3,1,3,4.75,0.95,5,5.59,0.27,NA,NA,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S12,12,2019,2019_12,GOM,12,5_29_2019,122,,SL18-LD-10-FG2,LD,SL18-NL-3-MG2,NL,SL18-LD-10-FG2xSL18-NL-3-MG2,LD X NL,2,1,2,1,1,3,0.96,0.79,1.215189873,11.74,0.11,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S120,119,2019,2019_120,GOM,120,5_31_2019,122,,SL18-NL-9-FG2,NL,SA18-CB-7-MG1,CB,SL18-NL-9-FG2xSA18-CB-7-MG1,NL X CB,2,4,4,36,6,3,5.4,0.96,5.625,4.07,0.22,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S121,120,2019,2019_121,GOM,121,5_30_2019,122,,SL18-NL-9-FG2,NL,SL18-SF-19-MG1,SF,SL18-NL-9-FG2xSL18-SF-19-MG1,NL X SF,2,4,3,22,4,3,3,0.84,3.571428571,9.25,0.28,NA,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S124,123,2019,2019_124,GOM,124,5_29_2019,122,,SL18-OI-11-FG1,OI,SL18-SF-15-MG2,SF,SL18-OI-11-FG1xSL18-SF-15-MG2,OI X SF,2,4,2,24,4,3,4.17,0.96,4.34375,5.43,0.23,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S127,126,2019,2019_127,GOM,127,5_30_2019,122,,SL18-OI-15-FG1,OI,SL18-NL-5-MG1,NL,SL18-OI-15-FG1xSL18-NL-5-MG1,OI X NL,1,4,1,47,8,3,1,0.74,1.351351351,9.31,0.09,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S140,139,2019,2019_140,GOM,140,5_30_2019,122,,SL18-OI-16-FG3,OI,SL18-LD-3-MG2,LD,SL18-OI-16-FG3xSL18-LD-3-MG2,OI X LD,1,1,1,16,3,3,2.27,0.96,2.364583333,8.17,0.19,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S141,140,2019,2019_141,GOM,141,5_31_2019,122,,SL18-OI-16-FG3,OI,SL18-NL-6-MG1,NL,SL18-OI-16-FG3xSL18-NL-6-MG1,OI X NL,1,1,3,47,8,3,2.29,0.93,2.462365591,9.33,0.21,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S148,146,2019,2019_148,GOM,148,5_31_2019,122,,SL18-OI-18-FG2,OI,SL18-LD-10-MG1,LD,SL18-OI-18-FG2xSL18-LD-10-MG1,OI X LD,2,1,4,52,9,3,3.67,0.92,3.989130435,8.44,0.31,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S149,147,2019,2019_149,GOM,149,5_30_2019,122,,SL18-OI-18-FG2,OI,SL18-LD-9-MG1,LD,SL18-OI-18-FG2xSL18-LD-9-MG1,OI X LD,1,1,3,2,1,3,2.53,0.91,2.78021978,10.89,0.28,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S150,148,2019,2019_150,GOM,150,5_31_2019,122,,SL18-OI-18-FG2,OI,SL18-NL-2-MG2,NL,SL18-OI-18-FG2xSL18-NL-2-MG2,OI X NL,2,1,4,18,3,3,2.34,0.88,2.659090909,9.06,0.21,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S153,151,2019,2019_153,GOM,153,5_31_2019,122,,SL18-OI-18-FG3,OI,SL18-OI-7-MG1,OI,SL18-OI-18-FG3xSL18-OI-7-MG1,OI X OI,2,4,4,1,1,3,2.74,0.86,3.186046512,9.67,0.26,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S158,156,2019,2019_158,GOM,158,5_30_2019,122,,SL18-OI-18-FG6,OI,SA18-CB-1-MG2,CB,SL18-OI-18-FG6xSA18-CB-1-MG2,OI X CB,2,1,1,36,6,3,3.65,0.87,4.195402299,7.39,0.27,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S172,170,2019,2019_172,GOM,172,5_31_2019,122,,SL18-OI-2-FG3,OI,SL18-SF-17-MG1,SF,SL18-OI-2-FG3xSL18-SF-17-MG1,OI X SF,2,1,4,11,2,3,1.74,0.92,1.891304348,9.64,0.17,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S175,173,2019,2019_175,GOM,175,5_30_2019,122,,SL18-OI-6-FG1,OI,SA18-CB-4-MG1,CB,SL18-OI-6-FG1xSA18-CB-4-MG1,OI X CB,2,4,1,20,4,3,2.75,0.91,3.021978022,6.92,0.19,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S177,175,2019,2019_177,GOM,177,5_31_2019,122,,SL18-OI-6-FG1,OI,SL18-LD-2-MG1,LD,SL18-OI-6-FG1xSL18-LD-2-MG1,OI X LD,2,1,4,4,1,3,2.36,0.88,2.681818182,9.83,0.23,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S178,176,2019,2019_178,GOM,178,5_31_2019,122,,SL18-OI-6-FG1,OI,SL18-LD-5-MG1,LD,SL18-OI-6-FG1xSL18-LD-5-MG1,OI X LD,2,1,3,52,9,3,3.76,0.97,3.87628866,4.29,0.16,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S18,18,2019,2019_18,GOM,18,5_30_2019,122,,SL18-LD-1-FG1,LD,SL18-OI-18-MG1,OI,SL18-LD-1-FG1xSL18-OI-18-MG1,LD X OI,1,1,3,5,1,3,1.9,0.86,2.209302326,9.74,0.18,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S181,179,2019,2019_181,GOM,181,5_31_2019,122,,SL18-OI-6-FG1,OI,SL18-SF-15-MG1,SF,SL18-OI-6-FG1xSL18-SF-15-MG1,OI X SF,2,1,4,14,3,3,2.67,0.82,3.256097561,8.81,0.24,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S182,180,2019,2019_182,GOM,182,5_31_2019,122,,SL18-OI-6-FG1,OI,SL18-SF-19-MG1,SF,SL18-OI-6-FG1xSL18-SF-19-MG1,OI X SF,2,1,4,12,2,3,1.47,0.84,1.75,8.22,0.12,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S183,181,2019,2019_183,GOM,183,5_30_2019,122,,SL18-OI-7-FG3,OI,SA18-CB-2-MG3,CB,SL18-OI-7-FG3xSA18-CB-2-MG3,OI X CB,2,1,3,30,5,3,1.67,0.75,2.226666667,9.71,0.16,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S189,187,2019,2019_189,GOM,189,5_30_2019,122,,SL18-SF-13-FG1,SF,SL18-LL-9-MG3,LL,SL18-SF-13-FG1xSL18-LL-9-MG3,SF X LL,2,4,3,19,4,3,2.04,0.93,2.193548387,12.02,0.25,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S193,191,2019,2019_193,GOM,193,5_30_2019,122,,SL18-SF-17-FG3,SF,SA18-CB-3-MG3,CB,SL18-SF-17-FG3xSA18-CB-3-MG3,SF X CB,2,4,1,24,4,3,1.97,0.83,2.373493976,8.83,0.17,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S196,194,2019,2019_196,GOM,196,5_31_2019,122,,SL18-SF-17-FG3,SF,SL18-NL-2-MG3,NL,SL18-SF-17-FG3xSL18-NL-2-MG3,SF X NL,3,4,4,22,4,3,2.64,0.81,3.259259259,8.47,0.22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S2,2,2019,2019_2,GOM,2,5_31_2019,122,,SA18-CB-10-FG2,CB,SL18-LL-9-MG1,LL,SA18-CB-10-FG2xSL18-LL-9-MG1,CB X LL,1,1,4,34,6,3,2.16,0.86,2.511627907,9.1,0.2,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S20,20,2019,2019_20,GOM,20,5_31_2019,122,,SL18-LD-1-FG2,LD,SL18-SF-13-MG3,SF,SL18-LD-1-FG2xSL18-SF-13-MG3,LD X SF,2,1,3,32,6,3,2.42,0.84,2.880952381,9.16,0.22,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S21,21,2019,2019_21,GOM,21,5_30_2019,122,,SL18-LD-1-FG2,LD,SL18-SF-15-MG1,SF,SL18-LD-1-FG2xSL18-SF-15-MG1,LD X SF,2,1,2,34,6,3,3.66,0.94,3.893617021,7.28,0.27,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S25,25,2019,2019_25,GOM,25,5_30_2019,122,,SL18-LD-1-FG3,LD,SL18-OI-15-MG1,OI,SL18-LD-1-FG3xSL18-OI-15-MG1,LD X OI,2,1,1,31,6,3,1.78,0.85,2.094117647,7.79,0.14,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S26,26,2019,2019_26,GOM,26,5_31_2019,122,,SL18-LD-1-FG3,LD,SL18-OI-16-MG1,OI,SL18-LD-1-FG3xSL18-OI-16-MG1,LD X OI,2,1,4,53,9,3,1.3,1,1.3,8.58,0.11,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S27,27,2019,2019_27,GOM,27,5_30_2019,122,,SL18-LD-1-FG3,LD,SL18-OI-6-MG2,OI,SL18-LD-1-FG3xSL18-OI-6-MG2,LD X OI,2,1,1,32,6,3,1.57,0.78,2.012820513,10.01,0.16,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S28,28,2019,2019_28,GOM,28,5_29_2019,122,,SL18-LD-1-FG3,LD,SL18-OI-7-MG1,OI,SL18-LD-1-FG3xSL18-OI-7-MG1,LD X OI,2,1,2,39,7,3,2.21,0.94,2.35106383,8.41,0.19,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S29,29,2019,2019_29,GOM,29,5_30_2019,122,,SL18-LD-1-FG3,LD,SL18-OI-9-MG3,OI,SL18-LD-1-FG3xSL18-OI-9-MG3,LD X OI,2,1,1,42,7,3,2.2,0.89,2.471910112,8.96,0.2,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
